Bank identifier;BIC;Bank
4060;ORKONO21;Ørskog Sparebank
4065;SPARNO22;Sparebanken Møre 
4068;SPTRNO22;SpareBank 1 SMN
4075;BFHSNO21;Romsdal Sparebank
4087;SPARNO22;Sparebanken Møre 
4090;NORVNO21;SpareBank 1 Nordmøre 
4093;SPARNO22;Sparebanken Møre 
4100;BFHSNO21;Romsdal Sparebank
4106;BFHSNO21;Romsdal Sparebank
4108;SPARNO22;Sparebanken Møre 
4111;RINDNO21;Rindal Sparebank
4120;SPARNO22;Sparebanken Møre 
4130;NORVNO21;SpareBank 1 Nordmøre 
4137;SPARNO22;Sparebanken Møre 
4168;SPTRNO22;SpareBank 1 SMN
4200;SPTRNO22;SpareBank 1 SMN
4201;SPTRNO22;SpareBank 1 SMN
4202;SPTRNO22;SpareBank 1 SMN
4208;SPTRNO22;SpareBank 1 SMN
4212;SPTRNO22;SpareBank 1 SMN
4213;SPTRNO22;SpareBank 1 SMN
4214;SPTRNO22;SpareBank 1 SMN
4215;SPTRNO22;SpareBank 1 SMN
4218;SPTRNO22;SpareBank 1 SMN
4219;SPTRNO22;SpareBank 1 SMN
4223;SPTRNO22;SpareBank 1 SMN
4224;SPTRNO22;SpareBank 1 SMN
4227;SPTRNO22;SpareBank 1 SMN
4230;MELHNO21;Melhus Sparebank
4240;SPTRNO22;SpareBank 1 SMN
4241;SPTRNO22;SpareBank 1 SMN
4242;SPTRNO22;SpareBank 1 SMN
4243;SPTRNO22;SpareBank 1 SMN
4244;SPTRNO22;SpareBank 1 SMN
4245;SPTRNO22;SpareBank 1 SMN
4250;SPTRNO22;SpareBank 1 SMN
4260;OKDLNO21;Orkla Sparebank
4261;OKDLNO21;Orkla Sparebank
4266;OPPDNO21;Oppdalsbanken
4270;OKDLNO21;Orkla Sparebank
4280;RORBNO21;RørosBanken
4281;RORBNO21;RørosBanken
4285;SELSNO21;Selbu Sparebank
4290;ORLANO21;Ørland Sparebank
4291;ORLANO21;Ørland Sparebank
4295;BJUGNO21;Bjugn Sparebank
4312;HEMNNO21;Trøndelag Sparebank
4313;HEMNNO21;Trøndelag Sparebank
4319;SPTRNO22;SpareBank 1 SMN
4333;SOKNNO21;Soknedal Sparebank
4336;STADNO21;Stadsbygd Sparebank
4342;SPTRNO22;SpareBank 1 SMN
4345;HEMNNO21;Trøndelag Sparebank
4349;SPTRNO22;SpareBank 1 SMN
4352;SPTRNO22;SpareBank 1 SMN
4355;HALTNO21;Haltdalen Sparebank
4356;HALTNO21;Haltdalen Sparebank
4358;KLBUNO21;Nidaros Sparebank
4360;SPTRNO22;SpareBank 1 SMN
4361;SPTRNO22;SpareBank 1 SMN
4400;SPTRNO22;SpareBank 1 SMN
4401;SPTRNO22;SpareBank 1 SMN
4409;SPTRNO22;SpareBank 1 SMN 
4410;SPTRNO22;SpareBank 1 SMN
4415;SPTRNO22;SpareBank 1 SMN
4420;SPTRNO22;SpareBank 1 SMN
4421;SPTRNO22;SpareBank 1 SMN
4422;SPTRNO22;SpareBank 1 SMN
4425;SPTRNO22;SpareBank 1 SMN
4435;SPTRNO22;SpareBank 1 SMN
4440;SPTRNO22;SpareBank 1 SMN 
4448;GRONNO21;Grong Sparebank
4449;GRONNO21;Grong Sparebank
4451;SPTRNO22;SpareBank 1 SMN
4459;SPTRNO22;SpareBank 1 SMN
4464;SPTRNO22;SpareBank 1 SMN
4465;HESPNOB1;Hegra Sparebank
4466;SPTRNO22;SpareBank 1 SMN
4467;SPTRNO22;SpareBank 1 SMN
4468;SPTRNO22;SpareBank 1 SMN
4469;HESPNOB1;Hegra Sparebank
4470;SPTRNO22;SpareBank 1 SMN
4471;SPTRNO22;SpareBank 1 SMN
4472;SPTRNO22;SpareBank 1 SMN
4473;SPTRNO22;SpareBank 1 SMN
4474;SPTRNO22;SpareBank 1 SMN
4476;SPTRNO22;SpareBank 1 SMN
4480;SPTRNO22;SpareBank 1 SMN
4481;GRONNO21;Grong Sparebank
4482;SPTRNO22;SpareBank 1 SMN
4484;AASANO21;Aasen Sparebank
4500;SNOWNO22;SpareBank 1 Nord-Norge
4509;SNOWNO22;SpareBank 1 Nord-Norge
4510;HELGNO21;SpareBank1 Helgeland
4512;HELGNO21;SpareBank1 Helgeland
4513;HELGNO21;SpareBank1 Helgeland
4514;HELGNO21;SpareBank1 Helgeland
4515;HELGNO21;SpareBank1 Helgeland
4516;HELGNO21;SpareBank1 Helgeland
4517;HELGNO21;SpareBank1 Helgeland
4520;NARVNO21;Sparebanken Narvik
4530;HELGNO21;SpareBank1 Helgeland
4531;HELGNO21;SpareBank1 Helgeland
4532;HELGNO21;SpareBank1 Helgeland
4533;HELGNO21;SpareBank1 Helgeland
4534;HELGNO21;SpareBank1 Helgeland
4535;HELGNO21;SpareBank1 Helgeland
4536;HELGNO21;SpareBank1 Helgeland
4540;SNOWNO22;SpareBank 1 Nord-Norge
4545;NARVNO21;Sparebanken Narvik
4550;SNOWNO22;SpareBank 1 Nord-Norge
4555;SNOWNO22;SpareBank 1 Nord-Norge
4560;SNOWNO22;SpareBank 1 Nord-Norge
4570;SNOWNO22;SpareBank 1 Nord-Norge
4580;SNOWNO22;SpareBank 1 Nord-Norge
4585;SNOWNO22;SpareBank 1 Nord-Norge
4589;HASBNO21;Sparebank 68 grader Nord
4599;SNOWNO22;SpareBank 1 Nord-Norge
4602;SNOWNO22;SpareBank 1 Nord-Norge
4605;HASBNO21;Sparebank 68 grader Nord
4607;HASBNO21;Sparebank 68 grader Nord
4609;GILDNO21;Gildeskål Sparebank
4612;SNOWNO22;SpareBank 1 Nord-Norge
4618;SNOWNO22;SpareBank 1 Nord-Norge
4621;SNOWNO22;SpareBank 1 Nord-Norge
4625;SNOWNO22;SpareBank 1 Nord-Norge
4628;SNOWNO22;SpareBank 1 Nord-Norge
4631;SNOWNO22;SpareBank 1 Nord-Norge
4634;SNOWNO22;SpareBank 1 Nord-Norge
4638;SNOWNO22;SpareBank 1 Nord-Norge
4642;NARVNO21;Sparebanken Narvik
4648;SNOWNO22;SpareBank 1 Nord-Norge
4651;SPTRNO22;SpareBank 1 SMN
4657;SNOWNO22;SpareBank 1 Nord-Norge
4658;HASBNO21;Sparebank 68 grader Nord
4662;SNOWNO22;SpareBank 1 Nord-Norge
4700;SNOWNO22;SpareBank 1 Nord-Norge
4701;SNOWNO22;SpareBank 1 Nord-Norge 
4705;SNOWNO22;SpareBank 1 Nord-Norge
4706;SNOWNO22;SpareBank 1 Nord-Norge
4708;SNOWNO22;SpareBank 1 Nord-Norge
4710;SNOWNO22;SpareBank 1 Nord-Norge
4713;SNOWNO22;SpareBank 1 Nord-Norge
4715;SNOWNO22;SpareBank 1 Nord-Norge
4729;SNOWNO22;SpareBank 1 Nord-Norge
4730;HASBNO21;Sparebank 68 grader Nord
4731;HASBNO21;Sparebank 68 grader Nord
4740;SNOWNO22;SpareBank 1 Nord-Norge
4747;SNOWNO22;SpareBank 1 Nord-Norge
4750;SNOWNO22;SpareBank 1 Nord-Norge
4754;SNOWNO22;SpareBank 1 Nord-Norge
4757;SNOWNO22;SpareBank 1 Nord-Norge
4760;SNOWNO22;SpareBank 1 Nord-Norge
4762;SNOWNO22;SpareBank 1 Nord-Norge
4770;SNOWNO22;SpareBank 1 Nord-Norge
4776;SNOWNO22;SpareBank 1 Nord-Norge
4778;SNOWNO22;SpareBank 1 Nord-Norge
4780;SNOWNO22;SpareBank 1 Nord-Norge
4782;SNOWNO22;SpareBank 1 Nord-Norge
4785;SNOWNO22;SpareBank 1 Nord-Norge
4786;SNOWNO22;SpareBank 1 Nord-Norge
4787;SNOWNO22;SpareBank 1 Nord-Norge
4790;SNOWNO22;SpareBank 1 Nord-Norge
4796;SNOWNO22;SpareBank 1 Nord-Norge
4799;SNOWNO22;SpareBank 1 Nord-Norge
4803;SNOWNO22;SpareBank 1 Nord-Norge
4808;SNOWNO22;SpareBank 1 Nord-Norge
4811;SNOWNO22;SpareBank 1 Nord-Norge
4901;SNOWNO22;SpareBank 1 Nord-Norge
4910;SNOWNO22;SpareBank 1 Nord-Norge
4911;SNOWNO22;SpareBank 1 Nord-Norge
4912;SNOWNO22;SpareBank 1 Nord-Norge
4920;SNOWNO22;SpareBank 1 Nord-Norge
4930;SNOWNO22;SpareBank 1 Nord-Norge
4932;SNOWNO22;SpareBank 1 Nord-Norge
4933;SNOWNO22;SpareBank 1 Nord-Norge
4935;SNOWNO22;SpareBank 1 Nord-Norge
4940;SNOWNO22;SpareBank 1 Nord-Norge
4944;SNOWNO22;SpareBank 1 Nord-Norge
4950;SNOWNO22;SpareBank 1 Nord-Norge
4955;SNOWNO22;SpareBank 1 Nord-Norge
4956;SNOWNO22;SpareBank 1 Nord-Norge
4957;SNOWNO22;SpareBank 1 Nord-Norge
4958;SNOWNO22;SpareBank 1 Nord-Norge
4960;SNOWNO22;SpareBank 1 Nord-Norge
4961;SNOWNO22;SpareBank 1 Nord-Norge
4963;SNOWNO22;SpareBank 1 Nord-Norge
4965;SNOWNO22;SpareBank 1 Nord-Norge
5000;DNBANOKK;DNB Bank ASA
5001;DNBANOKK;DNB Bank ASA
5002;DNBANOKK;DNB Bank ASA
5003;DNBANOKK;DNB Bank ASA
5004;DNBANOKK;DNB Bank ASA
5005;DNBANOKK;DNB Bank ASA
5006;DNBANOKK;DNB Bank ASA
5007;DNBANOKK;DNB Bank ASA
5008;DNBANOKK;DNB Bank ASA
5009;DNBANOKK;DNB Bank ASA
5010;DNBANOKK;DNB Bank ASA
5011;DNBANOKK;DNB Bank ASA 
5012;DNBANOKK;DNB Bank ASA
5014;DNBANOKK;DNB Bank ASA
5015;DNBANOKK;DNB Bank ASA
5016;DNBANOKK;DNB Bank ASA
5017;DNBANOKK;DNB Bank ASA
5018;DNBANOKK;DNB Bank ASA
5019;DNBANOKK;DNB Bank ASA
5020;DNBANOKK;DNB Bank ASA
5021;DNBANOKK;DNB Bank ASA
5022;DNBANOKK;DNB Bank ASA
5023;DNBANOKK;DNB Bank ASA 
5024;DNBANOKK;DNB Bank ASA 
5026;DNBANOKK;DNB Bank ASA 
5028;DNBANOKK;DNB Bank ASA 
5029;DNBANOKK;DNB Bank ASA 
5031;DNBANOKK;DNB Bank ASA 
5032;DNBANOKK;DNB Bank ASA 
5033;DNBANOKK;DNB Bank ASA 
5034;DNBANOKK;DNB Bank ASA 
5035;DNBANOKK;DNB Bank ASA 
5036;DNBANOKK;DNB Bank ASA 
5037;DNBANOKK;DNB Bank ASA 
5038;DNBANOKK;DNB Bank ASA 
5039;DNBANOKK;DNB Bank ASA 
5040;DNBANOKK;DNB Bank ASA 
5041;DNBANOKK;DNB Bank ASA 
5042;DNBANOKK;DNB Bank ASA 
5043;DNBANOKK;DNB Bank ASA 
5045;DNBANOKK;DNB Bank ASA 
5046;DNBANOKK;DNB Bank ASA 
5047;DNBANOKK;DNB Bank ASA 
5048;DNBANOKK;DNB Bank ASA 
5049;DNBANOKK;DNB Bank ASA 
5050;DNBANOKK;DNB Bank ASA 
5051;DNBANOKK;DNB Bank ASA 
5052;DNBANOKK;DNB Bank ASA 
5053;DNBANOKK;DNB Bank ASA 
5054;DNBANOKK;DNB Bank ASA 
5055;DNBANOKK;DNB Bank ASA 
5056;DNBANOKK;DNB Bank ASA 
5057;DNBANOKK;DNB Bank ASA 
5059;DNBANOKK;DNB Bank ASA 
5060;DNBANOKK;DNB Bank ASA 
5062;DNBANOKK;DNB Bank ASA 
5063;DNBANOKK;DNB Bank ASA 
5064;DNBANOKK;DNB Bank ASA 
5065;DNBANOKK;DNB Bank ASA 
5066;DNBANOKK;DNB Bank ASA 
5067;DNBANOKK;DNB Bank ASA 
5068;DNBANOKK;DNB Bank ASA 
5070;DNBANOKK;DNB Bank ASA 
5071;DNBANOKK;DNB Bank ASA 
5072;DNBANOKK;DNB Bank ASA 
5073;DNBANOKK;DNB Bank ASA 
5074;DNBANOKK;DNB Bank ASA 
5076;DNBANOKK;DNB Bank ASA 
5077;DNBANOKK;DNB Bank ASA 
5078;DNBANOKK;DNB Bank ASA 
5079;DNBANOKK;DNB Bank ASA
5080;DNBANOKK;DNB Bank ASA 
5081;DNBANOKK;DNB Bank ASA 
5082;DNBANOKK;DNB Bank ASA 
5083;DNBANOKK;DNB Bank ASA 
5084;DNBANOKK;DNB Bank ASA 
5085;DNBANOKK;DNB Bank ASA 
5086;DNBANOKK;DNB Bank ASA 
5087;DNBANOKK;DNB Bank ASA 
5088;DNBANOKK;DNB Bank ASA 
5090;DNBANOKK;DNB Bank ASA 
5091;DNBANOKK;DNB Bank ASA 
5093;DNBANOKK;DNB Bank ASA 
5094;DNBANOKK;DNB Bank ASA 
5095;DNBANOKK;DNB Bank ASA 
5096;DNBANOKK;DNB Bank ASA 
5097;DNBANOKK;DNB Bank ASA
5098;DNBANOKK;DNB Bank ASA
5100;DNBANOKK;DNB Bank ASA
5101;DNBANOKK;DNB Bank ASA
5102;DNBANOKK;DNB Bank ASA
5103;DNBANOKK;DNB Bank ASA
5104;DNBANOKK;DNB Bank ASA
5105;DNBANOKK;DNB Bank ASA
5106;DNBANOKK;DNB Bank ASA
5107;DNBANOKK;DNB Bank ASA
5109;DNBANOKK;DNB Bank ASA
5110;DNBANOKK;DNB Bank ASA
5112;DNBANOKK;DNB Bank ASA
5113;DNBANOKK;DNB Bank ASA
5114;DNBANOKK;DNB Bank ASA
5115;DNBANOKK;DNB Bank ASA
5116;DNBANOKK;DNB Bank ASA
5117;DNBANOKK;DNB Bank ASA
5118;DNBANOKK;DNB Bank ASA
5119;DNBANOKK;DNB Bank ASA
5120;DNBANOKK;DNB Bank ASA
5121;DNBANOKK;DNB Bank ASA
5122;DNBANOKK;DNB Bank ASA
5123;DNBANOKK;DNB Bank ASA
5124;DNBANOKK;DNB Bank ASA
5126;DNBANOKK;DNB Bank ASA
5127;DNBANOKK;DNB Bank ASA
5128;DNBANOKK;DNB Bank ASA
5129;DNBANOKK;DNB Bank ASA
5130;DNBANOKK;DNB Bank ASA
5131;DNBANOKK;DNB Bank ASA
5132;DNBANOKK;DNB Bank ASA
5133;DNBANOKK;DNB Bank ASA
5134;DNBANOKK;DNB Bank ASA
5135;DNBANOKK;DNB Bank ASA
5136;DNBANOKK;DNB Bank ASA
5137;DNBANOKK;DNB Bank ASA
5138;DNBANOKK;DNB Bank ASA
5140;DNBANOKK;DNB Bank ASA
5141;DNBANOKK;DNB Bank ASA
5143;DNBANOKK;DNB Bank ASA
5144;DNBANOKK;DNB Bank ASA
5145;DNBANOKK;DNB Bank ASA
5146;DNBANOKK;DNB Bank ASA
5147;DNBANOKK;DNB Bank ASA
5148;DNBANOKK;DNB Bank ASA
5149;DNBANOKK;DNB Bank ASA
5150;DNBANOKK;DNB Bank ASA
5151;DNBANOKK;DNB Bank ASA
5152;DNBANOKK;DNB Bank ASA
5153;DNBANOKK;DNB Bank ASA
5154;DNBANOKK;DNB Bank ASA
5155;DNBANOKK;DNB Bank ASA
5157;DNBANOKK;DNB Bank ASA
5158;DNBANOKK;DNB Bank ASA
5159;DNBANOKK;DNB Bank ASA
5160;DNBANOKK;DNB Bank ASA
5161;DNBANOKK;DNB Bank ASA
5162;DNBANOKK;DNB Bank ASA
5163;DNBANOKK;DNB Bank ASA
5164;DNBANOKK;DNB Bank ASA
5165;DNBANOKK;DNB Bank ASA
5166;DNBANOKK;DNB Bank ASA
5167;DNBANOKK;DNB Bank ASA
5168;DNBANOKK;DNB Bank ASA
5169;DNBANOKK;DNB Bank ASA
5170;DNBANOKK;DNB Bank ASA
5171;DNBANOKK;DNB Bank ASA
5172;DNBANOKK;DNB Bank ASA
5174;DNBANOKK;DNB Bank ASA
5175;DNBANOKK;DNB Bank ASA
5176;DNBANOKK;DNB Bank ASA
5177;DNBANOKK;DNB Bank ASA
5178;DNBANOKK;DNB Bank ASA
5179;DNBANOKK;DNB Bank ASA
5181;DNBANOKK;DNB Bank ASA
5182;DNBANOKK;DNB Bank ASA
5183;DNBANOKK;DNB Bank ASA
5184;DNBANOKK;DNB Bank ASA
5185;DNBANOKK;DNB Bank ASA
5188;DNBANOKK;DNB Bank ASA
5189;DNBANOKK;DNB Bank ASA
5191;DNBANOKK;DNB Bank ASA
5192;DNBANOKK;DNB Bank ASA
5193;DNBANOKK;DNB Bank ASA
5194;DNBANOKK;DNB Bank ASA
5195;DNBANOKK;DNB Bank ASA
5196;DNBANOKK;DNB Bank ASA
5197;DNBANOKK;DNB Bank ASA
5198;DNBANOKK;DNB Bank ASA
5199;DNBANOKK;DNB Bank ASA
5200;DNBANOKK;DNB Bank ASA
5201;DNBANOKK;DNB Bank ASA
5202;DNBANOKK;DNB Bank ASA
5203;DNBANOKK;DNB Bank ASA
5204;DNBANOKK;DNB Bank ASA
5205;DNBANOKK;DNB Bank ASA
5206;DNBANOKK;DNB Bank ASA
5207;DNBANOKK;DNB Bank ASA
5208;DNBANOKK;DNB Bank ASA
5209;DNBANOKK;DNB Bank ASA
5210;DNBANOKK;DNB Bank ASA
5211;DNBANOKK;DNB Bank ASA
5212;DNBANOKK;DNB Bank ASA
5213;DNBANOKK;DNB Bank ASA
5214;DNBANOKK;DNB Bank ASA
5215;DNBANOKK;DNB Bank ASA
5216;DNBANOKK;DNB Bank ASA
5217;DNBANOKK;DNB Bank ASA
5218;DNBANOKK;DNB Bank ASA
5219;DNBANOKK;DNB Bank ASA
5220;DNBANOKK;DNB Bank ASA
5221;DNBANOKK;DNB Bank ASA
5222;DNBANOKK;DNB Bank ASA
5224;DNBANOKK;DNB Bank ASA
5225;DNBANOKK;DNB Bank ASA
5226;DNBANOKK;DNB Bank ASA
5227;DNBANOKK;DNB Bank ASA
5228;DNBANOKK;DNB Bank ASA
5229;DNBANOKK;DNB Bank ASA
5230;DNBANOKK;DNB Bank ASA
5231;DNBANOKK;DNB Bank ASA
5232;DNBANOKK;DNB Bank ASA
5233;DNBANOKK;DNB Bank ASA
5234;DNBANOKK;DNB Bank ASA
5235;DNBANOKK;DNB Bank ASA
5236;DNBANOKK;DNB Bank ASA
5238;DNBANOKK;DNB Bank ASA
5239;DNBANOKK;DNB Bank ASA
5241;DNBANOKK;DNB Bank ASA
5242;DNBANOKK;DNB Bank ASA
5243;DNBANOKK;DNB Bank ASA
5244;DNBANOKK;DNB Bank ASA
5245;DNBANOKK;DNB Bank ASA 
5246;DNBANOKK;DNB Bank ASA
5249;DNBANOKK;DNB Bank ASA
5251;DNBANOKK;DNB Bank ASA
5252;DNBANOKK;DNB Bank ASA
5253;DNBANOKK;DNB Bank ASA
5255;DNBANOKK;DNB Bank ASA
5256;DNBANOKK;DNB Bank ASA
5257;DNBANOKK;DNB Bank ASA
5258;DNBANOKK;DNB Bank ASA
5260;DNBANOKK;DNB Bank ASA
5261;DNBANOKK;DNB Bank ASA
5262;DNBANOKK;DNB Bank ASA
5263;DNBANOKK;DNB Bank ASA
5264;DNBANOKK;DNB Bank ASA
5265;DNBANOKK;DNB Bank ASA
5266;DNBANOKK;DNB Bank ASA
5267;DNBANOKK;DNB Bank ASA
5269;DNBANOKK;DNB Bank ASA
5270;DNBANOKK;DNB Bank ASA
5272;DNBANOKK;DNB Bank ASA
5273;DNBANOKK;DNB Bank ASA
5274;DNBANOKK;DNB Bank ASA
5275;DNBANOKK;DNB Bank ASA
5277;DNBANOKK;DNB Bank ASA
5278;DNBANOKK;DNB Bank ASA
5279;DNBANOKK;DNB Bank ASA
5281;DNBANOKK;DNB Bank ASA
5283;DNBANOKK;DNB Bank ASA
5286;DNBANOKK;DNB Bank ASA
5287;DNBANOKK;DNB Bank ASA
5288;DNBANOKK;DNB Bank ASA
5289;DNBANOKK;DNB Bank ASA
5290;DNBANOKK;DNB Bank ASA
5291;DNBANOKK;DNB Bank ASA
5293;DNBANOKK;DNB Bank ASA
5295;DNBANOKK;DNB Bank ASA
5296;DNBANOKK;DNB Bank ASA
5297;DNBANOKK;DNB Bank ASA
5298;DNBANOKK;DNB Bank ASA
5300;DNBANOKK;DNB Bank ASA
5301;DNBANOKK;DNB Bank ASA
5302;DNBANOKK;DNB Bank ASA
5303;DNBANOKK;DNB Bank ASA
5305;DNBANOKK;DNB Bank ASA
5307;DNBANOKK;DNB Bank ASA
5308;DNBANOKK;DNB Bank ASA
5309;DNBANOKK;DNB Bank ASA
5310;DNBANOKK;DNB Bank ASA
5315;DNBANOKK;DNB Bank ASA
5320;DNBANOKK;DNB Bank ASA
5336;DNBANOKK;DNB Bank ASA
5337;DNBANOKK;DNB Bank ASA
5338;DNBANOKK;DNB Bank ASA
5339;DNBANOKK;DNB Bank ASA
5340;DNBANOKK;DNB Bank ASA
5343;DNBANOKK;DNB Bank ASA
5344;DNBANOKK;DNB Bank ASA
5345;DNBANOKK;DNB Bank ASA
5346;DNBANOKK;DNB Bank ASA
5350;DNBANOKK;DNB Bank ASA
5353;DNBANOKK;DNB Bank ASA
5354;DNBANOKK;DNB Bank ASA
5355;DNBANOKK;DNB Bank ASA
5359;DNBANOKK;DNB Bank ASA
5360;DNBANOKK;DNB Bank ASA
5361;DNBANOKK;DNB Bank ASA
5362;DNBANOKK;DNB Bank ASA
5363;DNBANOKK;DNB Bank ASA
5364;DNBANOKK;DNB Bank ASA
5365;DNBANOKK;DNB Bank ASA
5367;DNBANOKK;DNB Bank ASA
5368;DNBANOKK;DNB Bank ASA
5373;DNBANOKK;DNB Bank ASA
5375;DNBANOKK;DNB Bank ASA
5376;DNBANOKK;DNB Bank ASA
5381;DNBANOKK;DNB Bank ASA
5385;DNBANOKK;DNB Bank ASA
5387;DNBANOKK;DNB Bank ASA
5388;DNBANOKK;DNB Bank ASA
5389;DNBANOKK;DNB Bank ASA
5391;DNBANOKK;DNB Bank ASA
5392;DNBANOKK;DNB Bank ASA
5394;DNBANOKK;DNB Bank ASA
5398;DNBANOKK;DNB Bank ASA
5401;DNBANOKK;DNB Bank ASA
5404;DNBANOKK;DNB Bank ASA
5410;DNBANOKK;DNB Bank ASA
5411;DNBANOKK;DNB Bank ASA
5412;DNBANOKK;DNB Bank ASA
5413;DNBANOKK;DNB Bank ASA
5421;DNBANOKK;DNB Bank ASA
5451;DNBANOKK;DNB Bank ASA
5452;DNBANOKK;DNB Bank ASA
5460;DNBANOKK;DNB Bank ASA
5470;DNBANOKK;DNB Bank ASA
5471;DNBANOKK;DNB Bank ASA
5501;DNBANOKK;DNB Bank ASA
5503;DNBANOKK;DNB Bank ASA
5510;DNBANOKK;DNB Bank ASA
5511;DNBANOKK;DNB Bank ASA
5512;DNBANOKK;DNB Bank ASA
5514;DNBANOKK;DNB Bank ASA
5520;DNBANOKK;DNB Bank ASA
5521;DNBANOKK;DNB Bank ASA
5525;DNBANOKK;DNB Bank ASA
5526;DNBANOKK;DNB Bank ASA
5535;DNBANOKK;DNB Bank ASA
5537;DNBANOKK;DNB Bank ASA
5540;DNBANOKK;DNB Bank ASA
5541;DNBANOKK;DNB Bank ASA
5543;DNBANOKK;DNB Bank ASA
5550;DNBANOKK;DNB Bank ASA
5551;DNBANOKK;DNB Bank ASA
5552;DNBANOKK;DNB Bank ASA
5553;DNBANOKK;DNB Bank ASA
5554;DNBANOKK;DNB Bank ASA
5560;DNBANOKK;DNB Bank ASA
5561;DNBANOKK;DNB Bank ASA
5562;DNBANOKK;DNB Bank ASA
5563;DNBANOKK;DNB Bank ASA
5564;DNBANOKK;DNB Bank ASA
5565;DNBANOKK;DNB Bank ASA
5599;DNBANOKK;DNB Bank ASA
5600;DNBANOKK;DNB Bank ASA
5601;DNBANOKK;DNB Bank ASA
5606;DNBANOKK;DNB Bank ASA
5607;DNBANOKK;DNB Bank ASA
5611;DNBANOKK;DNB Bank ASA
5614;DNBANOKK;DNB Bank ASA
5615;DNBANOKK;DNB Bank ASA
5621;DNBANOKK;DNB Bank ASA
5630;DNBANOKK;DNB Bank ASA
5631;DNBANOKK;DNB Bank ASA
5632;DNBANOKK;DNB Bank ASA
5633;DNBANOKK;DNB Bank ASA
5635;DNBANOKK;DNB Bank ASA
5636;DNBANOKK;DNB Bank ASA
5637;DNBANOKK;DNB Bank ASA
5638;DNBANOKK;DNB Bank ASA
5639;DNBANOKK;DNB Bank ASA
5640;DNBANOKK;DNB Bank ASA
5642;DNBANOKK;DNB Bank ASA
5646;DNBANOKK;DNB Bank ASA
5647;DNBANOKK;DNB Bank ASA
5649;DNBANOKK;DNB Bank ASA
5650;DNBANOKK;DNB Bank ASA
5656;DNBANOKK;DNB Bank ASA
5659;DNBANOKK;DNB Bank ASA
5661;DNBANOKK;DNB Bank ASA
5662;DNBANOKK;DNB Bank ASA
5663;DNBANOKK;DNB Bank ASA
5664;DNBANOKK;DNB Bank ASA
5665;DNBANOKK;DNB Bank ASA
5668;DNBANOKK;DNB Bank ASA
5669;DNBANOKK;DNB Bank ASA
5683;DNBANOKK;DNB Bank ASA
5693;DNBANOKK;DNB Bank ASA
5700;DNBANOKK;DNB Bank ASA
5701;DNBANOKK;DNB Bank ASA
5722;DNBANOKK;DNB Bank ASA
5726;DNBANOKK;DNB Bank ASA
5736;DNBANOKK;DNB Bank ASA
5751;DNBANOKK;DNB Bank ASA
5754;DNBANOKK;DNB Bank ASA
5755;DNBANOKK;DNB Bank ASA
5761;DNBANOKK;DNB Bank ASA
5762;DNBANOKK;DNB Bank ASA
5763;DNBANOKK;DNB Bank ASA
5769;DNBANOKK;DNB Bank ASA
5770;DNBANOKK;DNB Bank ASA
5820;DNBANOKK;DNB Bank ASA
5835;DNBANOKK;DNB Bank ASA
5838;DNBANOKK;DNB Bank ASA
5845;DNBANOKK;DNB Bank ASA
5851;DNBANOKK;DNB Bank ASA
5856;DNBANOKK;DNB Bank ASA
5862;DNBANOKK;DNB Bank ASA
5960;DNBANOKK;DNB Bank ASA
6001;NDEANOKK;Nordea Bank Abp, Filial i Norge
6002;NDEANOKK;Nordea Bank Abp, Filial i Norge
6003;NDEANOKK;Nordea Bank Abp, Filial i Norge
6004;NDEANOKK;Nordea Bank Abp, Filial i Norge
6005;NDEANOKK;Nordea Bank Abp, Filial i Norge
6006;NDEANOKK;Nordea Bank Abp, Filial i Norge
6007;NDEANOKK;Nordea Bank Abp, Filial i Norge
6008;NDEANOKK;Nordea Bank Abp, Filial i Norge
6009;NDEANOKK;Nordea Bank Abp, Filial i Norge
6010;NDEANOKK;Nordea Bank Abp, Filial i Norge
6011;NDEANOKK;Nordea Bank Abp, Filial i Norge
6012;NDEANOKK;Nordea Bank Abp, Filial i Norge
6013;NDEANOKK;Nordea Bank Abp, Filial i Norge
6014;NDEANOKK;Nordea Bank Abp, Filial i Norge
6015;NDEANOKK;Nordea Bank Abp, Filial i Norge
6017;NDEANOKK;Nordea Bank Abp, Filial i Norge
6018;NDEANOKK;Nordea Bank Abp, Filial i Norge
6019;NDEANOKK;Nordea Bank Abp, Filial i Norge
6020;NDEANOKK;Nordea Bank Abp, Filial i Norge
6021;NDEANOKK;Nordea Bank Abp, Filial i Norge
6022;NDEANOKK;Nordea Bank Abp, Filial i Norge
6023;NDEANOKK;Nordea Bank Abp, Filial i Norge
6024;NDEANOKK;Nordea Bank Abp, Filial i Norge
6025;NDEANOKK;Nordea Bank Abp, Filial i Norge
6026;NDEANOKK;Nordea Bank Abp, Filial i Norge
6027;NDEANOKK;Nordea Bank Abp, Filial i Norge
6028;NDEANOKK;Nordea Bank Abp, Filial i Norge
6029;NDEANOKK;Nordea Bank Abp, Filial i Norge
6030;NDEANOKK;Nordea Bank Abp, Filial i Norge
6031;NDEANOKK;Nordea Bank Abp, Filial i Norge
6032;NDEANOKK;Nordea Bank Abp, Filial i Norge
6034;NDEANOKK;Nordea Bank Abp, Filial i Norge
6035;NDEANOKK;Nordea Bank Abp, Filial i Norge
6036;NDEANOKK;Nordea Bank Abp, Filial i Norge
